split,period_id,jurisdiction,txt_crisis,txt_alert,txt_action,txt_len,txt_has_release,txt_risk_class
train,4VCAqmuO,AL,11,4,12,163,1,ACTION
train,4VCAqmuO,AR,1,8,0,65,1,ALERT
train,4VCAqmuO,AZ,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,CA,10,8,5,176,1,CRISIS
train,4VCAqmuO,CO,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,CT,5,7,2,96,1,ALERT
train,4VCAqmuO,DC,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,DE,10,0,7,171,1,CRISIS
train,4VCAqmuO,FL,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,GA,6,1,6,153,1,CRISIS
train,4VCAqmuO,HI,7,7,11,161,1,ACTION
train,4VCAqmuO,IA,8,9,9,228,1,ALERT
train,4VCAqmuO,ID,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,IL,12,8,8,248,1,CRISIS
train,4VCAqmuO,IN,10,17,4,226,1,ALERT
train,4VCAqmuO,KS,15,4,4,166,1,CRISIS
train,4VCAqmuO,KY,6,7,3,99,1,ALERT
train,4VCAqmuO,LA,2,0,3,74,1,ACTION
train,4VCAqmuO,MA,11,1,4,149,1,CRISIS
train,4VCAqmuO,MD,4,8,6,125,1,ALERT
train,4VCAqmuO,ME,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,MI,3,1,5,74,1,ACTION
train,4VCAqmuO,MN,7,1,16,208,1,ACTION
train,4VCAqmuO,MO,6,1,12,136,1,ACTION
train,4VCAqmuO,MS,9,4,3,95,1,CRISIS
train,4VCAqmuO,MT,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,NC,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,ND,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,NE,15,9,8,238,1,CRISIS
train,4VCAqmuO,NH,2,0,4,77,1,ACTION
train,4VCAqmuO,NJ,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,NM,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,NV,4,10,4,138,1,ALERT
train,4VCAqmuO,NY,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,OH,2,0,9,67,1,ACTION
train,4VCAqmuO,OK,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,OR,1,8,0,65,1,ALERT
train,4VCAqmuO,PA,3,2,2,67,1,CRISIS
train,4VCAqmuO,RI,0,0,0,0,0,UNKNOWN
train,4VCAqmuO,SC,2,0,3,75,1,ACTION
train,4VCAqmuO,SD,5,7,2,99,1,ALERT
train,4VCAqmuO,TN,5,7,2,94,1,ALERT
train,4VCAqmuO,TX,6,2,10,131,1,ACTION
train,4VCAqmuO,UT,6,1,8,161,1,ACTION
train,4VCAqmuO,VA,9,7,8,154,1,CRISIS
train,4VCAqmuO,VT,6,9,3,145,1,ALERT
train,4VCAqmuO,WA,3,2,2,68,1,CRISIS
train,4VCAqmuO,WI,12,4,11,156,1,CRISIS
train,4VCAqmuO,WV,9,4,3,99,1,CRISIS
train,4VCAqmuO,WY,0,0,0,0,0,UNKNOWN
train,nICRHvl9,AK,0,0,0,0,0,UNKNOWN
train,nICRHvl9,AL,3,0,6,61,1,ACTION
train,nICRHvl9,AR,11,4,6,168,1,CRISIS
train,nICRHvl9,AZ,0,0,0,0,0,UNKNOWN
train,nICRHvl9,CA,0,0,0,0,0,UNKNOWN
train,nICRHvl9,CO,11,4,12,167,1,ACTION
train,nICRHvl9,CT,3,2,2,68,1,CRISIS
train,nICRHvl9,DC,0,0,0,0,0,UNKNOWN
train,nICRHvl9,DE,9,4,3,95,1,CRISIS
train,nICRHvl9,FL,0,0,0,0,0,UNKNOWN
train,nICRHvl9,GA,3,1,4,72,1,ACTION
train,nICRHvl9,HI,0,0,0,0,0,UNKNOWN
train,nICRHvl9,IA,0,0,0,0,0,UNKNOWN
train,nICRHvl9,ID,0,0,0,0,0,UNKNOWN
train,nICRHvl9,IL,0,0,0,0,0,UNKNOWN
train,nICRHvl9,IN,16,19,5,254,1,ALERT
train,nICRHvl9,KS,3,0,6,62,1,ACTION
train,nICRHvl9,KY,9,8,8,173,1,CRISIS
train,nICRHvl9,LA,6,0,1,68,1,CRISIS
train,nICRHvl9,MA,11,7,21,248,1,ACTION
train,nICRHvl9,MD,3,2,2,67,1,CRISIS
train,nICRHvl9,ME,0,0,0,0,0,UNKNOWN
train,nICRHvl9,MI,0,0,0,0,0,UNKNOWN
train,nICRHvl9,MN,0,0,0,0,0,UNKNOWN
train,nICRHvl9,MO,2,0,4,76,1,ACTION
train,nICRHvl9,MS,5,7,2,96,1,ALERT
train,nICRHvl9,MT,1,8,1,69,1,ALERT
train,nICRHvl9,NC,4,1,4,84,1,CRISIS
train,nICRHvl9,ND,2,0,4,78,1,ACTION
train,nICRHvl9,NE,14,7,15,239,1,ACTION
train,nICRHvl9,NH,6,3,8,148,1,ACTION
train,nICRHvl9,NJ,9,4,3,96,1,CRISIS
train,nICRHvl9,NM,8,7,12,184,1,ACTION
train,nICRHvl9,NV,9,0,13,158,1,ACTION
train,nICRHvl9,NY,3,2,2,70,1,CRISIS
train,nICRHvl9,OH,12,5,7,162,1,CRISIS
train,nICRHvl9,OK,0,0,0,0,0,UNKNOWN
train,nICRHvl9,OR,6,0,1,68,1,CRISIS
train,nICRHvl9,PA,0,0,0,0,0,UNKNOWN
train,nICRHvl9,RI,0,0,0,0,0,UNKNOWN
train,nICRHvl9,SC,18,5,8,237,1,CRISIS
train,nICRHvl9,SD,8,8,1,137,1,CRISIS
train,nICRHvl9,TN,0,0,0,0,0,UNKNOWN
train,nICRHvl9,TX,5,0,21,155,1,ACTION
train,nICRHvl9,UT,2,0,4,79,1,ACTION
train,nICRHvl9,VA,3,2,2,67,1,CRISIS
train,nICRHvl9,VT,6,0,1,68,1,CRISIS
train,nICRHvl9,WA,0,0,0,0,0,UNKNOWN
train,nICRHvl9,WI,0,0,0,0,0,UNKNOWN
train,nICRHvl9,WV,4,0,3,87,1,CRISIS
train,nICRHvl9,WY,0,0,0,0,0,UNKNOWN
train,1Tl9271R,AK,3,0,10,84,1,ACTION
train,1Tl9271R,AL,0,0,0,0,0,UNKNOWN
train,1Tl9271R,AR,9,0,11,152,1,ACTION
train,1Tl9271R,AZ,8,7,13,163,1,ACTION
train,1Tl9271R,CA,0,0,0,0,0,UNKNOWN
train,1Tl9271R,CO,0,0,0,0,0,UNKNOWN
train,1Tl9271R,CT,4,1,3,80,1,CRISIS
train,1Tl9271R,DC,0,0,0,0,0,UNKNOWN
train,1Tl9271R,DE,6,2,12,153,1,ACTION
train,1Tl9271R,FL,9,8,6,164,1,CRISIS
train,1Tl9271R,GA,0,0,0,0,0,UNKNOWN
train,1Tl9271R,HI,4,8,10,149,1,ACTION
train,1Tl9271R,IA,0,0,0,0,0,UNKNOWN
train,1Tl9271R,ID,2,0,9,69,1,ACTION
train,1Tl9271R,IL,3,8,9,135,1,ACTION
train,1Tl9271R,IN,4,0,3,81,1,CRISIS
train,1Tl9271R,KS,1,8,0,68,1,ALERT
train,1Tl9271R,KY,9,1,26,234,1,ACTION
train,1Tl9271R,LA,11,2,10,228,1,CRISIS
train,1Tl9271R,MA,3,2,2,68,1,CRISIS
train,1Tl9271R,MD,3,1,4,68,1,ACTION
train,1Tl9271R,ME,10,8,18,237,1,ACTION
train,1Tl9271R,MI,3,0,11,87,1,ACTION
train,1Tl9271R,MN,1,8,0,66,1,ALERT
train,1Tl9271R,MO,10,8,8,173,1,CRISIS
train,1Tl9271R,MS,0,0,0,0,0,UNKNOWN
train,1Tl9271R,MT,3,0,11,88,1,ACTION
train,1Tl9271R,NC,11,1,19,260,1,ACTION
train,1Tl9271R,ND,3,0,11,89,1,ACTION
train,1Tl9271R,NE,7,1,15,169,1,ACTION
train,1Tl9271R,NH,2,0,10,72,1,ACTION
train,1Tl9271R,NJ,0,0,0,0,0,UNKNOWN
train,1Tl9271R,NM,3,1,4,70,1,ACTION
train,1Tl9271R,NV,2,0,10,70,1,ACTION
train,1Tl9271R,NY,0,0,0,0,0,UNKNOWN
train,1Tl9271R,OH,1,8,0,66,1,ALERT
train,1Tl9271R,OK,6,0,1,69,1,CRISIS
train,1Tl9271R,OR,0,0,0,0,0,UNKNOWN
train,1Tl9271R,PA,1,8,0,65,1,ALERT
train,1Tl9271R,RI,3,0,10,86,1,ACTION
train,1Tl9271R,SC,3,0,6,63,1,ACTION
train,1Tl9271R,SD,0,0,0,0,0,UNKNOWN
train,1Tl9271R,TN,6,1,10,131,1,ACTION
train,1Tl9271R,TX,0,0,0,0,0,UNKNOWN
train,1Tl9271R,UT,0,0,0,0,0,UNKNOWN
train,1Tl9271R,VA,8,3,15,203,1,ACTION
train,1Tl9271R,VT,11,8,15,232,1,ACTION
train,1Tl9271R,WA,0,0,0,0,0,UNKNOWN
train,1Tl9271R,WI,9,3,15,197,1,ACTION
train,1Tl9271R,WV,4,1,4,74,1,CRISIS
train,1Tl9271R,WY,3,1,4,69,1,ACTION
train,wf016pk5,AK,0,0,0,0,0,UNKNOWN
train,wf016pk5,AL,5,0,15,129,1,ACTION
train,wf016pk5,AR,6,1,10,127,1,ACTION
train,wf016pk5,AZ,7,9,17,223,1,ACTION
train,wf016pk5,CA,3,2,2,68,1,CRISIS
train,wf016pk5,CO,3,1,4,72,1,ACTION
train,wf016pk5,CT,0,0,0,0,0,UNKNOWN
train,wf016pk5,DC,5,0,19,151,1,ACTION
train,wf016pk5,DE,0,0,0,0,0,UNKNOWN
train,wf016pk5,FL,0,0,0,0,0,UNKNOWN
train,wf016pk5,GA,9,1,22,233,1,ACTION
train,wf016pk5,HI,0,0,0,0,0,UNKNOWN
train,wf016pk5,IA,1,8,1,69,1,ALERT
train,wf016pk5,ID,0,0,0,0,0,UNKNOWN
train,wf016pk5,IL,8,2,21,221,1,ACTION
train,wf016pk5,IN,3,2,2,67,1,CRISIS
train,wf016pk5,KS,8,0,25,217,1,ACTION
train,wf016pk5,KY,6,0,2,72,1,CRISIS
train,wf016pk5,LA,0,0,0,0,0,UNKNOWN
train,wf016pk5,MA,7,3,5,148,1,CRISIS
train,wf016pk5,MD,6,0,16,144,1,ACTION
train,wf016pk5,ME,0,0,0,0,0,UNKNOWN
train,wf016pk5,MI,0,0,0,0,0,UNKNOWN
train,wf016pk5,MN,0,0,0,0,0,UNKNOWN
train,wf016pk5,MO,3,0,11,87,1,ACTION
train,wf016pk5,MS,2,0,9,68,1,ACTION
train,wf016pk5,MT,0,0,0,0,0,UNKNOWN
train,wf016pk5,NC,0,0,0,0,0,UNKNOWN
train,wf016pk5,ND,0,0,0,0,0,UNKNOWN
train,wf016pk5,NE,0,0,0,0,0,UNKNOWN
train,wf016pk5,NH,12,1,17,218,1,ACTION
train,wf016pk5,NJ,3,0,10,86,1,ACTION
train,wf016pk5,NM,2,0,9,69,1,ACTION
train,wf016pk5,NV,0,0,0,0,0,UNKNOWN
train,wf016pk5,NY,11,8,11,226,1,CRISIS
train,wf016pk5,OH,3,1,4,68,1,ACTION
train,wf016pk5,OK,6,0,1,69,1,CRISIS
train,wf016pk5,OR,2,0,9,67,1,ACTION
train,wf016pk5,PA,10,1,5,139,1,CRISIS
train,wf016pk5,RI,9,8,6,171,1,CRISIS
train,wf016pk5,SC,0,0,0,0,0,UNKNOWN
train,wf016pk5,SD,8,1,23,227,1,ACTION
train,wf016pk5,TN,5,0,15,127,1,ACTION
train,wf016pk5,TX,3,0,7,62,1,ACTION
train,wf016pk5,UT,0,0,0,0,0,UNKNOWN
train,wf016pk5,VA,0,0,0,0,0,UNKNOWN
train,wf016pk5,VT,9,1,16,220,1,ACTION
train,wf016pk5,WA,6,0,1,69,1,CRISIS
train,wf016pk5,WI,0,0,0,0,0,UNKNOWN
train,wf016pk5,WV,3,0,10,89,1,ACTION
train,wf016pk5,WY,8,7,12,178,1,ACTION
train,rle4IZEn,AK,0,0,0,0,0,UNKNOWN
train,rle4IZEn,AL,6,0,15,170,1,ACTION
train,rle4IZEn,AR,2,0,9,67,1,ACTION
train,rle4IZEn,AZ,6,3,3,79,1,CRISIS
train,rle4IZEn,CA,5,7,2,96,1,ALERT
train,rle4IZEn,CO,9,0,11,158,1,ACTION
train,rle4IZEn,CT,0,0,0,0,0,UNKNOWN
train,rle4IZEn,DC,0,0,0,0,0,UNKNOWN
train,rle4IZEn,DE,4,0,6,102,1,ACTION
train,rle4IZEn,FL,0,0,0,0,0,UNKNOWN
train,rle4IZEn,GA,0,0,0,0,0,UNKNOWN
train,rle4IZEn,HI,0,0,0,0,0,UNKNOWN
train,rle4IZEn,IA,6,0,2,71,1,CRISIS
train,rle4IZEn,ID,0,0,0,0,0,UNKNOWN
train,rle4IZEn,IL,0,0,0,0,0,UNKNOWN
train,rle4IZEn,IN,2,0,9,67,1,ACTION
train,rle4IZEn,KS,0,0,0,0,0,UNKNOWN
train,rle4IZEn,KY,13,4,12,206,1,CRISIS
train,rle4IZEn,LA,10,12,3,160,1,ALERT
train,rle4IZEn,MA,0,0,0,0,0,UNKNOWN
train,rle4IZEn,MD,4,1,3,79,1,CRISIS
train,rle4IZEn,ME,8,3,7,156,1,CRISIS
train,rle4IZEn,MI,4,1,4,82,1,CRISIS
train,rle4IZEn,MN,0,0,0,0,0,UNKNOWN
train,rle4IZEn,MO,0,0,0,0,0,UNKNOWN
train,rle4IZEn,MS,2,0,9,68,1,ACTION
train,rle4IZEn,MT,9,4,4,98,1,CRISIS
train,rle4IZEn,NC,12,1,16,279,1,ACTION
train,rle4IZEn,ND,12,3,21,236,1,ACTION
train,rle4IZEn,NE,13,8,18,266,1,ACTION
train,rle4IZEn,NH,0,0,0,0,0,UNKNOWN
train,rle4IZEn,NJ,0,0,0,0,0,UNKNOWN
train,rle4IZEn,NM,6,0,1,70,1,CRISIS
train,rle4IZEn,NV,4,1,5,73,1,ACTION
train,rle4IZEn,NY,0,0,0,0,0,UNKNOWN
train,rle4IZEn,OH,11,7,18,239,1,ACTION
train,rle4IZEn,OK,9,4,3,95,1,CRISIS
train,rle4IZEn,OR,4,0,6,100,1,ACTION
train,rle4IZEn,PA,4,0,6,100,1,ACTION
train,rle4IZEn,RI,6,3,2,79,1,CRISIS
train,rle4IZEn,SC,9,4,3,97,1,CRISIS
train,rle4IZEn,SD,4,0,6,102,1,ACTION
train,rle4IZEn,TN,7,7,11,161,1,ACTION
train,rle4IZEn,TX,12,4,15,182,1,ACTION
train,rle4IZEn,UT,2,0,4,79,1,ACTION
train,rle4IZEn,VA,9,4,3,94,1,CRISIS
train,rle4IZEn,VT,12,3,3,146,1,CRISIS
train,rle4IZEn,WA,0,0,0,0,0,UNKNOWN
train,rle4IZEn,WI,1,8,1,67,1,ALERT
train,rle4IZEn,WV,4,1,3,84,1,CRISIS
train,rle4IZEn,WY,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,AK,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,AL,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,AR,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,AZ,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,CA,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,CO,9,0,7,134,1,CRISIS
train,FZxIVFvr,CT,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,DC,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,DE,6,0,1,69,1,CRISIS
train,FZxIVFvr,FL,4,1,3,79,1,CRISIS
train,FZxIVFvr,GA,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,HI,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,IA,3,0,11,87,1,ACTION
train,FZxIVFvr,ID,12,8,14,247,1,ACTION
train,FZxIVFvr,IL,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,IN,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,KS,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,KY,4,1,5,73,1,ACTION
train,FZxIVFvr,LA,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,MA,10,8,5,175,1,CRISIS
train,FZxIVFvr,MD,5,7,2,94,1,ALERT
train,FZxIVFvr,ME,4,1,4,82,1,CRISIS
train,FZxIVFvr,MI,2,0,10,70,1,ACTION
train,FZxIVFvr,MN,3,0,10,84,1,ACTION
train,FZxIVFvr,MO,4,0,4,84,1,CRISIS
train,FZxIVFvr,MS,2,0,9,68,1,ACTION
train,FZxIVFvr,MT,6,0,2,72,1,CRISIS
train,FZxIVFvr,NC,6,1,14,156,1,ACTION
train,FZxIVFvr,ND,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,NE,4,0,4,84,1,CRISIS
train,FZxIVFvr,NH,7,2,9,155,1,ACTION
train,FZxIVFvr,NJ,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,NM,8,7,8,159,1,CRISIS
train,FZxIVFvr,NV,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,NY,4,1,3,82,1,CRISIS
train,FZxIVFvr,OH,1,8,0,66,1,ALERT
train,FZxIVFvr,OK,4,1,3,80,1,CRISIS
train,FZxIVFvr,OR,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,PA,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,RI,7,2,7,152,1,CRISIS
train,FZxIVFvr,SC,1,8,0,69,1,ALERT
train,FZxIVFvr,SD,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,TN,13,9,9,242,1,CRISIS
train,FZxIVFvr,TX,4,8,12,153,1,ACTION
train,FZxIVFvr,UT,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,VA,0,0,0,0,0,UNKNOWN
train,FZxIVFvr,VT,3,0,6,60,1,ACTION
train,FZxIVFvr,WA,9,0,11,154,1,ACTION
train,FZxIVFvr,WI,4,1,4,80,1,CRISIS
train,FZxIVFvr,WV,5,7,2,100,1,ALERT
train,FZxIVFvr,WY,0,0,0,0,0,UNKNOWN
train,TedmliP4,AK,0,0,0,0,0,UNKNOWN
train,TedmliP4,AL,0,0,0,0,0,UNKNOWN
train,TedmliP4,AR,0,0,0,0,0,UNKNOWN
train,TedmliP4,AZ,0,0,0,0,0,UNKNOWN
train,TedmliP4,CA,7,3,6,140,1,CRISIS
train,TedmliP4,CO,0,0,0,0,0,UNKNOWN
train,TedmliP4,CT,0,0,0,0,0,UNKNOWN
train,TedmliP4,DC,5,7,2,98,1,ALERT
train,TedmliP4,DE,1,8,0,67,1,ALERT
train,TedmliP4,FL,0,0,0,0,0,UNKNOWN
train,TedmliP4,GA,4,1,4,71,1,CRISIS
train,TedmliP4,HI,6,0,1,68,1,CRISIS
train,TedmliP4,IA,5,7,3,98,1,ALERT
train,TedmliP4,ID,3,0,6,62,1,ACTION
train,TedmliP4,IL,5,7,2,96,1,ALERT
train,TedmliP4,IN,8,7,12,178,1,ACTION
train,TedmliP4,KS,3,1,4,72,1,ACTION
train,TedmliP4,KY,5,1,15,144,1,ACTION
train,TedmliP4,LA,0,0,0,0,0,UNKNOWN
train,TedmliP4,MA,0,0,0,0,0,UNKNOWN
train,TedmliP4,MD,0,0,0,0,0,UNKNOWN
train,TedmliP4,ME,3,0,7,63,1,ACTION
train,TedmliP4,MI,7,1,9,157,1,ACTION
train,TedmliP4,MN,0,0,0,0,0,UNKNOWN
train,TedmliP4,MO,5,7,3,98,1,ALERT
train,TedmliP4,MS,0,0,0,0,0,UNKNOWN
train,TedmliP4,MT,2,0,10,71,1,ACTION
train,TedmliP4,NC,0,0,0,0,0,UNKNOWN
train,TedmliP4,ND,8,8,3,144,1,CRISIS
train,TedmliP4,NE,10,17,7,237,1,ALERT
train,TedmliP4,NH,7,1,9,159,1,ACTION
train,TedmliP4,NJ,0,0,0,0,0,UNKNOWN
train,TedmliP4,NM,9,7,12,183,1,ACTION
train,TedmliP4,NV,5,7,3,97,1,ALERT
train,TedmliP4,NY,0,0,0,0,0,UNKNOWN
train,TedmliP4,OH,5,7,2,94,1,ALERT
train,TedmliP4,OK,0,0,0,0,0,UNKNOWN
train,TedmliP4,OR,3,1,4,70,1,ACTION
train,TedmliP4,PA,7,10,12,217,1,ACTION
train,TedmliP4,RI,6,0,16,148,1,ACTION
train,TedmliP4,SC,10,1,17,243,1,ACTION
train,TedmliP4,SD,0,0,0,0,0,UNKNOWN
train,TedmliP4,TN,2,0,9,67,1,ACTION
train,TedmliP4,TX,0,0,0,0,0,UNKNOWN
train,TedmliP4,UT,0,0,0,0,0,UNKNOWN
train,TedmliP4,VA,0,0,0,0,0,UNKNOWN
train,TedmliP4,VT,6,2,8,127,1,ACTION
train,TedmliP4,WA,0,0,0,0,0,UNKNOWN
train,TedmliP4,WI,11,16,9,235,1,ALERT
train,TedmliP4,WV,3,0,10,89,1,ACTION
train,TedmliP4,WY,10,15,8,220,1,ALERT
train,OIpwoBOI,AK,3,0,10,84,1,ACTION
train,OIpwoBOI,AL,9,4,3,95,1,CRISIS
train,OIpwoBOI,AR,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,AZ,8,8,16,233,1,ACTION
train,OIpwoBOI,CA,8,15,2,163,1,ALERT
train,OIpwoBOI,CO,6,3,2,81,1,CRISIS
train,OIpwoBOI,CT,8,1,6,162,1,CRISIS
train,OIpwoBOI,DC,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,DE,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,FL,6,3,2,78,1,CRISIS
train,OIpwoBOI,GA,11,3,11,213,1,CRISIS
train,OIpwoBOI,HI,10,0,7,168,1,CRISIS
train,OIpwoBOI,IA,13,7,5,168,1,CRISIS
train,OIpwoBOI,ID,10,2,17,238,1,ACTION
train,OIpwoBOI,IL,18,7,15,259,1,CRISIS
train,OIpwoBOI,IN,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,KS,3,1,4,71,1,ACTION
train,OIpwoBOI,KY,8,0,12,193,1,ACTION
train,OIpwoBOI,LA,8,7,8,155,1,CRISIS
train,OIpwoBOI,MA,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,MD,5,8,6,165,1,ALERT
train,OIpwoBOI,ME,16,4,15,244,1,CRISIS
train,OIpwoBOI,MI,6,3,3,81,1,CRISIS
train,OIpwoBOI,MN,2,0,9,67,1,ACTION
train,OIpwoBOI,MO,5,7,3,97,1,ALERT
train,OIpwoBOI,MS,3,0,10,85,1,ACTION
train,OIpwoBOI,MT,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,NC,5,7,3,100,1,ALERT
train,OIpwoBOI,ND,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,NE,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,NH,3,0,11,89,1,ACTION
train,OIpwoBOI,NJ,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,NM,2,0,3,75,1,ACTION
train,OIpwoBOI,NV,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,NY,15,7,5,177,1,CRISIS
train,OIpwoBOI,OH,20,5,7,241,1,CRISIS
train,OIpwoBOI,OK,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,OR,6,7,2,94,1,ALERT
train,OIpwoBOI,PA,17,4,12,275,1,CRISIS
train,OIpwoBOI,RI,4,1,3,81,1,CRISIS
train,OIpwoBOI,SC,1,8,0,68,1,ALERT
train,OIpwoBOI,SD,3,0,10,86,1,ACTION
train,OIpwoBOI,TN,13,4,11,217,1,CRISIS
train,OIpwoBOI,TX,4,0,8,104,1,ACTION
train,OIpwoBOI,UT,2,0,4,79,1,ACTION
train,OIpwoBOI,VA,2,0,3,73,1,ACTION
train,OIpwoBOI,VT,3,0,10,84,1,ACTION
train,OIpwoBOI,WA,0,0,0,0,0,UNKNOWN
train,OIpwoBOI,WI,10,11,15,231,1,ACTION
train,OIpwoBOI,WV,4,0,6,108,1,ACTION
train,OIpwoBOI,WY,8,7,5,166,1,CRISIS
train,5Lptd03a,AK,0,0,0,0,0,UNKNOWN
train,5Lptd03a,AL,3,2,2,68,1,CRISIS
train,5Lptd03a,AR,6,3,2,78,1,CRISIS
train,5Lptd03a,AZ,0,0,0,0,0,UNKNOWN
train,5Lptd03a,CA,3,0,10,85,1,ACTION
train,5Lptd03a,CO,0,0,0,0,0,UNKNOWN
train,5Lptd03a,CT,4,1,3,80,1,CRISIS
train,5Lptd03a,DC,6,0,1,68,1,CRISIS
train,5Lptd03a,DE,6,0,9,175,1,ACTION
train,5Lptd03a,FL,0,0,0,0,0,UNKNOWN
train,5Lptd03a,GA,0,0,0,0,0,UNKNOWN
train,5Lptd03a,HI,0,0,0,0,0,UNKNOWN
train,5Lptd03a,IA,2,0,4,77,1,ACTION
train,5Lptd03a,ID,0,0,0,0,0,UNKNOWN
train,5Lptd03a,IL,0,0,0,0,0,UNKNOWN
train,5Lptd03a,IN,5,7,2,94,1,ALERT
train,5Lptd03a,KS,0,0,0,0,0,UNKNOWN
train,5Lptd03a,KY,5,7,3,98,1,ALERT
train,5Lptd03a,LA,0,0,0,0,0,UNKNOWN
train,5Lptd03a,MA,12,3,3,148,1,CRISIS
train,5Lptd03a,MD,0,0,0,0,0,UNKNOWN
train,5Lptd03a,ME,10,4,7,163,1,CRISIS
train,5Lptd03a,MI,8,8,8,167,1,CRISIS
train,5Lptd03a,MN,0,0,0,0,0,UNKNOWN
train,5Lptd03a,MO,6,7,3,97,1,ALERT
train,5Lptd03a,MS,0,0,0,0,0,UNKNOWN
train,5Lptd03a,MT,9,3,11,231,1,ACTION
train,5Lptd03a,NC,17,7,17,253,1,CRISIS
train,5Lptd03a,ND,3,0,7,65,1,ACTION
train,5Lptd03a,NE,6,3,3,81,1,CRISIS
train,5Lptd03a,NH,0,0,0,0,0,UNKNOWN
train,5Lptd03a,NJ,6,3,2,79,1,CRISIS
train,5Lptd03a,NM,4,0,3,84,1,CRISIS
train,5Lptd03a,NV,11,7,15,281,1,ACTION
train,5Lptd03a,NY,8,7,12,185,1,ACTION
train,5Lptd03a,OH,15,4,9,247,1,CRISIS
train,5Lptd03a,OK,11,7,11,271,1,CRISIS
train,5Lptd03a,OR,14,4,11,257,1,CRISIS
train,5Lptd03a,PA,14,11,8,241,1,CRISIS
train,5Lptd03a,RI,4,0,3,84,1,CRISIS
train,5Lptd03a,SC,0,0,0,0,0,UNKNOWN
train,5Lptd03a,SD,0,0,0,0,0,UNKNOWN
train,5Lptd03a,TN,6,3,2,78,1,CRISIS
train,5Lptd03a,TX,17,11,18,278,1,ACTION
train,5Lptd03a,UT,0,0,0,0,0,UNKNOWN
train,5Lptd03a,VA,9,4,3,94,1,CRISIS
train,5Lptd03a,VT,7,0,13,165,1,ACTION
train,5Lptd03a,WA,0,0,0,0,0,UNKNOWN
train,5Lptd03a,WI,9,4,4,95,1,CRISIS
train,5Lptd03a,WV,6,3,2,82,1,CRISIS
train,5Lptd03a,WY,4,0,3,81,1,CRISIS
train,MZ0ENeKD,AK,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,AL,6,0,1,69,1,CRISIS
train,MZ0ENeKD,AR,7,2,4,87,1,CRISIS
train,MZ0ENeKD,AZ,6,0,14,163,1,ACTION
train,MZ0ENeKD,CA,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,CO,16,6,7,190,1,CRISIS
train,MZ0ENeKD,CT,9,2,7,163,1,CRISIS
train,MZ0ENeKD,DC,9,4,3,94,1,CRISIS
train,MZ0ENeKD,DE,12,6,5,163,1,CRISIS
train,MZ0ENeKD,FL,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,GA,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,HI,17,9,16,265,1,CRISIS
train,MZ0ENeKD,IA,0,0,0,0,0,UNKNOWN
train,MZ0ENeKD,ID,7,2,4,91,1,CRISIS
